 Borrowing dependency, Debt ratio %, Net Income to Stockholder's Equity, Net Income to Total Assets, Persistent EPS in the Last Four Seasons, Net profit before tax/Paid-in capital, Interest Expense Ratio, Degree of Financial Leverage (DFL), Total debt/Total net worth, ROA(A) before interest and % after tax, Continuous interest rate (after tax), ROA(C) before interest and depreciation before interest, Net worth/Assets, Per Share Net profit before tax (Yuan ¥), Net Value Per Share (B), Interest-bearing debt interest rate, Net Value Growth Rate,Bankrupt?
2.8937144951440112,1.2668259657507048,-5.926655898053753,-3.156866115360559,-2.2980392156862064,-1.8307327001356948,-1.4559412550062518,-1.7003962212675354,2.5086225714909847,-2.525673614641596,-3.856786011647399,-2.2378199834847265,-1.266825965750698,-1.7719869706840954,-1.4042207792207804,1.226100151745166,-2.311538461540067,1
0.6776617188932533,0.7873357228196014,-0.5394302905076994,-0.5158078071441661,-0.6470588235294019,-0.4270691994572456,8.72162883844234,79.47404565310664,1.1100924106818246,-0.4026436197254741,-0.7651956702757187,-0.6507018992568147,-0.7873357228195977,-0.4234527687296558,-0.0827922077922222,0.9893778452200402,-0.3239316239313543,1
1.0599230346343864,1.2660294703305517,-1.964373620945652,-1.210224943157158,-1.8235294117646172,-1.3683853459972843,-2.079439252334548,-2.0766297138684604,2.505711998835814,-1.1337061514997455,-8.014987510389702,-1.298100743187452,-1.2660294703305457,-1.5960912052117682,-0.2500000000000281,1.4233687405158515,-1.122222222223439,1
1.166391790360999,0.5276782158502555,-2.890800039712599,-2.392367670185688,-1.2784313725489838,-1.3897557666214502,-0.9158878504661956,-0.9136584504264096,0.6425089136287699,-2.0244026436197227,-2.337218984174985,-1.742361684558223,-0.5276782158502661,-1.3452768729642248,-1.1639610389610424,0.3884673748102685,-1.3619658119670464,1
0.3934396188382437,-0.0645161290322631,-0.5378792088015002,-0.5252764633950573,-0.4980392156862562,-0.4945725915875099,10.441922563407834,-12.175801299354417,-0.0633049552499367,-0.3985765124555276,-0.5037468775979193,-0.6383154417836436,0.0645161290322494,-0.4885993485342244,-0.6509740259740462,1.1077389984824515,-0.394017094017846,1
1.4458493677846245,0.9091995221027478,-5.012921843008909,-3.373156883067012,-2.0784313725489336,-1.827679782903677,-1.0026702269679737,-1.087952499501842,1.383104125736761,-2.697508896797163,-3.3572023313799155,-1.9314616019818376,-0.9091995221027434,-1.7687296416938807,-1.110389610389617,1.19878603945384,-1.886752136753043,1
2.027670881436813,1.3791318199920373,-4.994722330455364,-2.4911880392239025,-2.517019607843032,-2.2723880597014827,-1.3845126835777886,-1.5228356127318223,3.0153532707560635,-2.1281138790035614,-2.6985845129011445,-1.8934764657308,-1.3791318199920306,-2.195439739413751,-0.9853896103896216,1.4688922610016977,-1.887179487181392,0
0.2613157412497442,-0.042214257268022,0.1251822920802101,0.1592796268495168,0.0274509803921538,0.0478290366349823,1.3271028037362729,1.822463093876292,-0.0427854180309877,0.2074224707676588,-0.0799333888401364,0.0957886044591274,0.0422142572680212,0.0325732899022842,-0.2857142857143129,0.9377845220030916,-0.1867521367533862,0
-0.3884918453362265,-0.6957387495021906,-0.3086868509213578,-0.2347021479902464,-0.2549019607843162,-0.2832428765264616,0.4225634178897005,0.6761143306124475,-0.523466492032312,-0.2735129639044231,-0.2181515403808024,-0.2402972749793462,0.6957387495021858,-0.2833876221498709,-0.0081168831168891,1.2625189681336002,-0.1581196581208141,0
0.3087777166941168,0.1302270011947494,-0.2187987800845492,-0.2162751963515139,-0.2784313725490251,-0.1258480325644744,2.904539385844841,3.563860355872497,0.1289383686240361,-0.1657346212506358,-0.3605328892578321,-0.1189099917423539,-0.13022700119475,-0.133550488599353,-0.267857142857171,1.0652503793626114,-0.2918803418805546,0
0.2549019607843544,-0.1031461569096018,0.070632103808098,0.1175428313490728,-0.2313725490196062,-0.037991858887385,1.0500667556736367,1.3354800801525384,-0.0979407698464682,0.14438230808337,-0.0324729392186312,-0.3426919900908281,0.1031461569096006,-0.048859934853448,-0.05681818181819,0.691957511380857,-0.2294871794872145,0
0.0800806303830392,-0.2242134607725996,-0.2359453460183383,-0.192969223761525,-0.823529411764659,-0.3117367706920003,2.7242990654174557,4.775414045598887,-0.2001018700429248,-0.1881037112353933,-1.5528726061593707,-0.9876135425268452,0.2242134607725925,-0.312703583061896,-0.4058441558441813,1.1593323216997031,-0.117948717948515,0
0.7672713945392245,0.4380724810832345,-0.2124483101167649,-0.2477347466271798,-0.215686274509786,-0.232360922659418,3.273698264349098,5.503666458630904,0.5087681001237051,-0.1535332994407755,-0.1532056619501263,-0.19570602807597,-0.4380724810832327,-0.2345276872964229,-0.5779220779220766,0.773899848254834,-0.3252136752146876,0
0.0863111599779688,-0.0637196336121097,-0.565642104604102,-0.5541614777651365,-0.482352941176436,-0.4765943012211566,14.796915887836915,-12.175801299354417,-0.0624317834533919,-0.494153533299434,-0.4987510407984981,-0.4855491329479691,0.0637196336121088,-0.4690553745928447,-0.4951298701298929,1.1775417298939204,-0.3401709401709276,0
0.1750045812717844,-0.2867383512544794,0.1984329736171173,0.3062249828835118,0.0784313725490178,-0.0240841248303872,1.8958611481951395,0.7224658118159681,-0.2494360765480634,0.2989323843416354,0.4429641965036069,0.0677126341866223,0.286738351254478,-0.0358306188925434,-0.1477272727273015,1.7875569044008002,0.201709401709627,0
0.150815466373443,-0.1624850657108707,0.0982486138697042,0.1615796475317187,-0.0313725490195976,0.0617367706919788,0.7777036048046297,0.7302860487453983,-0.1491668485774487,0.2104728012201322,0.1040799333913094,0.1882741535920748,0.1624850657108725,0.1172638436481892,-0.3879870129870394,0.479514415781354,0.124786324786682,0
-0.058457027670841,-0.6602947033054563,-0.1292512727973005,-0.0066625018324539,-0.1803921568627434,-0.1478968792401845,1.0547396528694302,1.595320418302428,-0.5025103689150746,0.0081342145399137,1.7735220649451529,-0.2336911643269908,0.6602947033054481,-0.1530944625407327,-0.0211038961039052,0.6130500758725831,-0.0581196581201288,0
0.0164925783397207,-0.430505774591795,0.3588322682327126,0.5394099158485318,0.3529411764705566,0.4423337856173785,0.7042723631502944,0.8168798770157815,-0.3546532780324432,0.5714285714285667,0.5437135720209514,0.5631709331131429,0.4305057745917939,0.413680781758966,0.1980519480519263,0.9590288315630116,0.167948717948859,0
0.997067986072918,0.394265232974919,-0.0999411178663109,-0.1466141843709864,-0.1882352941176321,-0.1526458616010858,3.418558077434277,6.792921770652811,0.4482281888961709,0.0,-0.2789342214810426,0.0231213872832453,-0.3942652329749171,-0.1596091205212066,-0.3571428571428815,0.90440060698036,-0.0158119658129373,0
-0.2283305845703117,-0.4468339307048979,-0.3223597945416583,-0.2715798504230111,-0.2941176470588039,-0.2215061058344827,1.1101468624826931,0.951734958269408,-0.3658589827548546,-0.2999491611591272,-0.2156536219810918,-0.2592898431048735,0.4468339307048921,-0.2247557003257331,-0.3051948051948172,0.6949924127465601,-0.2807692307691772,0
-0.4894630749495958,-0.1983273596176817,-0.2409042138280487,-0.2013160846645469,-0.215686274509786,-0.1462008141112559,-0.1455273698270642,-0.1175768720959346,-0.1790002182929513,-0.2653787493645094,0.1149042464637473,-0.2956234516928136,0.1983273596176811,-0.1530944625407327,0.1818181818181469,-0.974203338391526,-0.2799145299159055,0
-0.2318123511086197,-0.1405814416567036,0.0591879791592955,0.1142190587809367,0.0352941176470438,0.0993894165535703,0.5547396528693219,0.6703772212781658,-0.1305391835843576,0.0874428063040113,-0.0333055786869578,0.0313790255986832,0.1405814416567022,0.084690553745905,0.0405844155844106,1.3778452200303086,0.0760683760679604,0
0.719076415613002,0.4623655913978524,0.0248480715199607,-0.0552981839794201,-0.0549019607843077,-0.0881953867028392,2.999999999996321,6.20584717183323,0.5441315578840292,0.0721911540416757,-0.0599500416319135,0.1577208918249512,-0.4623655913978512,-0.097719869706854,-0.2857142857143129,1.3110773899848458,0.0858974358977172,0
2.400769653655944,1.0752688172043054,-0.3803751338213116,-0.4213279748605915,-0.2313725490196062,-0.2516960651289052,7.096795727630056,20.944332029271543,1.8336607727570773,-0.2175902389425562,-0.2331390507902627,-0.1329479768786064,-1.0752688172043006,-0.2540716612378014,0.0,0.9833080424886343,-0.3213675213681123,0
2.5288620120945726,1.0947829549980164,-0.0588784224253482,-0.2415241160254171,-0.1098039215686155,-0.051560379918588,5.160881174894753,11.456415091178982,1.893473040820819,0.0294865277071608,-0.2597835137352185,0.1230388109000898,-1.0947829549980108,-0.0618892508143537,-0.4431818181818286,1.3383915022761717,-0.0756410256413235,0
0.7430822796408831,0.4655515730784524,-1.450894481398837,-1.269502212197265,-0.8705882352940779,-0.8446404341926913,-3.405206942587051,-3.2190507875343526,0.5486429454995377,-1.047280122013227,-2.2922564529525324,-0.9777043765483114,-0.4655515730784502,-0.8241042345277161,-0.8896103896103832,1.268588770865006,-1.1038461538472597,0
-0.0749496060105527,-0.2548785344484259,0.0040739703949786,0.0792670390697248,-0.0117647058823337,0.0108548168249352,1.21495327102576,0.9535589181395576,-0.22469620897911,0.0711743772242025,0.2239800166544779,0.2807597027250241,0.2548785344484235,-0.0032573289902591,-0.1996753246753273,1.1229135053109658,-0.1333333333331046,0
-0.4504306395455392,-0.9920350457984876,0.301236120909166,0.6583933239821426,0.1607843137254794,0.2937584803256483,0.5200267022690002,0.360856585745927,-0.6815105872080259,0.6202338586680283,0.3846794338030773,0.7572254335260163,0.9920350457984785,0.270358306188922,-0.0681818181818437,2.25189681335364,-0.0529914529919329,0
-0.1070185083379932,-0.2875348466746301,-0.0279940732851201,0.0498656574344032,-0.1647058823529232,-0.0434192672998744,1.5700934579426369,2.11915364101874,-0.2501637197118562,0.0772750381291326,0.0074937552044008,-0.0313790255986644,0.2875348466746317,-0.0553745928338798,-0.2483766233766271,1.520485584218646,-0.0166666666662091,0
3.27157778999469,1.4253285543608127,-4.104391884346784,-2.026219508969948,-1.9372549019607197,-1.7917232021709693,-2.7736982643511543,-2.7555518579294294,3.2563486866041345,-1.670564311133712,-1.2248126561195112,-1.4665565648224588,-1.425328554360806,-1.7328990228013372,-1.0860389610389471,1.5811836115327031,-0.7529914529915898,1
3.916804104819573,1.547590601354042,-1.3024274081523373,-0.7923828705886651,-0.913725490196052,-0.6248303934871359,14.796915887836915,-12.175801299354417,4.012952048315549,-0.4433146924250241,-1.5853455453773433,-0.6862097440132149,-1.5475906013540344,-0.6123778501628888,-1.4983766233766178,1.8877086494689943,-0.7559829059831805,1
1.8680593732821245,1.2755874153723652,-0.5023737950140374,-0.4913830262321179,-0.5607843137254539,-0.4257123473541567,8.668891855798782,79.47404565310664,2.544568143782334,-0.2857142857142833,-0.5736885928398721,-0.4508670520231086,-1.2755874153723588,-0.4201954397394399,-0.9902597402597472,1.5356600910471605,-0.3038461538469175,0
0.4843320505772912,0.0716845878136167,0.112764813058964,0.1172576943911994,0.0352941176470438,-0.0111940298507748,1.6595460614143365,2.545889126139769,0.0681074001309817,0.2033553634977103,-0.089092422981849,0.0536746490503708,-0.0716845878136173,-0.0195439739413796,-0.2840909090909119,1.0652503793626114,-0.1995726495730209,0
-0.3423126259849301,-0.6463560334528082,-0.3245338909742757,-0.2590690754955938,-0.262745098039205,-0.2862957937584792,1.0380507343121284,1.59845818629073,-0.49421523684785,-0.280630401626845,-0.2164862614494184,-0.2766308835672863,0.6463560334527967,-0.2866449511400869,0.0568181818181516,1.2352048558422746,-0.1688034188038427,0
